,Geography,Avg_Cases_Before,Avg_Rate_Before,Avg_Cases_After,Avg_Rate_After,Difference_Cases
804,"Hamilton County, IL",0.0,0.0,0.0,0.0,0.0
805,"Hall County, TX",0.0,0.0,0.0,0.0,0.0
806,"Habersham County, GA",0.0,0.0,5.0,13.1,-13.1
807,"Haakon County, SD",0.0,0.0,0.0,0.0,0.0
808,"Guthrie County, IA",0.0,0.0,0.0,0.0,0.0
809,"Gunnison County, CO",0.0,0.0,0.0,0.0,0.0
810,"Guadalupe County, NM",0.0,0.0,0.0,0.0,0.0
811,"Grundy County, MO",0.0,0.0,0.0,0.0,0.0
812,"Grundy County, IA",0.0,0.0,0.0,0.0,0.0
813,"Griggs County, ND",0.0,0.0,0.0,0.0,0.0
814,"Gregory County, SD",0.0,0.0,0.0,0.0,0.0
815,"Greenwood County, KS",0.0,0.0,0.0,0.0,0.0
816,"Greenlee County, AZ",0.0,0.0,0.0,0.0,0.0
817,"Greene County, AR",0.0,0.0,0.0,0.0,0.0
818,"Green Lake County, WI",0.0,0.0,0.0,0.0,0.0
819,"Greeley County, NE",0.0,0.0,0.0,0.0,0.0
820,"Greeley County, KS",0.0,0.0,0.0,0.0,0.0
821,"Grayson County, VA",0.0,0.0,0.0,0.0,0.0
822,"Grays Harbor County, WA",4.5,7.4,0.0,0.0,7.4
823,"Gray County, KS",0.0,0.0,0.0,0.0,0.0
824,"Gratiot County, MI",0.0,0.0,0.0,0.0,0.0
825,"Grant County, WV",0.0,0.0,0.0,0.0,0.0
826,"Grant County, WI",0.0,0.0,0.0,0.0,0.0
827,"Grant County, WA",0.0,0.0,0.0,0.0,0.0
828,"Grant County, SD",0.0,0.0,0.0,0.0,0.0
829,"Grant County, OR",0.0,0.0,0.0,0.0,0.0
830,"Grant County, OK",0.0,0.0,0.0,0.0,0.0
831,"Grant County, NM",0.0,0.0,0.0,0.0,0.0
832,"Grant County, NE",0.0,0.0,0.0,0.0,0.0
833,"Grant County, ND",0.0,0.0,0.0,0.0,0.0
834,"Grant County, MN",0.0,0.0,0.0,0.0,0.0
835,"Grant County, KS",0.0,0.0,0.0,0.0,0.0
836,"Grand Isle County, VT",0.0,0.0,0.0,0.0,0.0
837,"Grand Forks County, ND",0.0,0.0,6.5,10.95,-10.95
838,"Grand County, UT",0.0,0.0,0.0,0.0,0.0
839,"Grand County, CO",0.0,0.0,0.0,0.0,0.0
840,"Graham County, NC",0.0,0.0,0.0,0.0,0.0
841,"Graham County, KS",0.0,0.0,0.0,0.0,0.0
842,"Gove County, KS",0.0,0.0,0.0,0.0,0.0
843,"Gosper County, NE",0.0,0.0,0.0,0.0,0.0
844,"Goshen County, WY",0.0,0.0,0.0,0.0,0.0
845,"Gonzales County, TX",0.0,0.0,0.0,0.0,0.0
846,"Goliad County, TX",0.0,0.0,0.0,0.0,0.0
847,"Golden Valley County, ND",0.0,0.0,0.0,0.0,0.0
848,"Golden Valley County, MT",0.0,0.0,0.0,0.0,0.0
849,"Gogebic County, MI",0.0,0.0,0.0,0.0,0.0
850,"Glasscock County, TX",0.0,0.0,0.0,0.0,0.0
851,"Gladwin County, MI",0.0,0.0,0.0,0.0,0.0
852,"Glacier County, MT",0.0,0.0,0.0,0.0,0.0
853,"Gilpin County, CO",0.0,0.0,0.0,0.0,0.0
854,"Gilmer County, WV",0.0,0.0,0.0,0.0,0.0
855,"Gilliam County, OR",0.0,0.0,0.0,0.0,0.0
856,"Giles County, VA",0.0,0.0,0.0,0.0,0.0
857,"Gibson County, IN",0.0,0.0,0.0,0.0,0.0
858,"Gem County, ID",0.0,0.0,0.0,0.0,0.0
859,"Gates County, NC",0.0,0.0,0.0,0.0,0.0
860,"Garrett County, MD",0.0,0.0,0.0,0.0,0.0
861,"Garfield County, WA",0.0,0.0,0.0,0.0,0.0
862,"Garfield County, UT",0.0,0.0,0.0,0.0,0.0
863,"Garfield County, NE",0.0,0.0,0.0,0.0,0.0
864,"Garfield County, MT",0.0,0.0,0.0,0.0,0.0
865,"Garden County, NE",0.0,0.0,0.0,0.0,0.0
866,"Gallatin County, IL",0.0,0.0,0.0,0.0,0.0
867,"Galax City, VA",0.0,0.0,0.0,0.0,0.0
868,"Gaines County, TX",0.0,0.0,0.0,0.0,0.0
869,"Gage County, NE",0.0,0.0,0.0,0.0,0.0
870,"Furnas County, NE",0.0,0.0,0.0,0.0,0.0
871,"Fulton County, PA",0.0,0.0,0.0,0.0,0.0
872,"Fulton County, OH",0.0,0.0,0.0,0.0,0.0
873,"Fulton County, IN",0.0,0.0,0.0,0.0,0.0
874,"Frontier County, NE",0.0,0.0,0.0,0.0,0.0
875,"Fremont County, ID",0.0,0.0,0.0,0.0,0.0
876,"Fremont County, IA",0.0,0.0,0.0,0.0,0.0
877,"Freeborn County, MN",0.0,0.0,0.0,0.0,0.0
878,"Franklin County, NE",0.0,0.0,0.0,0.0,0.0
879,"Franklin County, MS",0.0,0.0,0.0,0.0,0.0
880,"Franklin County, ME",0.0,0.0,0.0,0.0,0.0
881,"Franklin County, IN",0.0,0.0,0.0,0.0,0.0
882,"Franklin County, ID",0.0,0.0,0.0,0.0,0.0
883,"Franklin County, IA",0.0,0.0,0.0,0.0,0.0
884,"Foster County, ND",0.0,0.0,0.0,0.0,0.0
885,"Forest County, WI",0.0,0.0,0.0,0.0,0.0
886,"Forest County, PA",0.0,0.0,0.0,0.0,0.0
887,"Ford County, IL",0.0,0.0,0.0,0.0,0.0
888,"Fluvanna County, VA",0.0,0.0,0.0,0.0,0.0
889,"Floyd County, VA",0.0,0.0,0.0,0.0,0.0
890,"Florence County, WI",0.0,0.0,0.0,0.0,0.0
891,"Fisher County, TX",0.0,0.0,0.0,0.0,0.0
892,"Finney County, KS",0.0,0.0,0.0,0.0,0.0
893,"Fillmore County, NE",0.0,0.0,0.0,0.0,0.0
894,"Ferry County, WA",0.0,0.0,0.0,0.0,0.0
895,"Fergus County, MT",0.0,0.0,0.0,0.0,0.0
896,"Fentress County, TN",0.0,0.0,0.0,0.0,0.0
897,"Fayette County, TX",0.0,0.0,0.0,0.0,0.0
898,"Fayette County, OH",0.0,0.0,0.0,0.0,0.0
899,"Fayette County, IL",3.3333333333333335,18.333333333333332,0.0,0.0,18.333333333333332
900,"Fayette County, AL",0.0,0.0,0.0,0.0,0.0
901,"Faulk County, SD",0.0,0.0,0.0,0.0,0.0
902,"Faribault County, MN",0.0,0.0,0.0,0.0,0.0
903,"Falls Church City, VA",1.25,13.15,0.0,0.0,13.15
904,"Fallon County, MT",0.0,0.0,0.0,0.0,0.0
905,"Fall River County, SD",0.0,0.0,0.0,0.0,0.0
906,"Evans County, GA",0.0,0.0,0.0,0.0,0.0
907,"Eureka County, NV",0.0,0.0,0.0,0.0,0.0
908,"Esmeralda County, NV",0.0,0.0,0.0,0.0,0.0
909,"Erath County, TX",0.0,0.0,0.0,0.0,0.0
910,"Emmons County, ND",0.0,0.0,0.0,0.0,0.0
911,"Emmet County, MI",0.0,0.0,0.0,0.0,0.0
912,"Emmet County, IA",0.0,0.0,0.0,0.0,0.0
913,"Emery County, UT",0.0,0.0,0.0,0.0,0.0
914,"Elmore County, ID",0.0,0.0,0.0,0.0,0.0
915,"Ellsworth County, KS",0.0,0.0,0.0,0.0,0.0
916,"Ellis County, OK",0.0,0.0,0.0,0.0,0.0
917,"Ellis County, KS",0.0,0.0,0.0,0.0,0.0
918,"Elk County, PA",0.0,0.0,0.0,0.0,0.0
919,"Elk County, KS",0.0,0.0,0.0,0.0,0.0
920,"Edwards County, KS",0.0,0.0,0.0,0.0,0.0
921,"Edwards County, IL",0.0,0.0,0.0,0.0,0.0
922,"Edmunds County, SD",0.0,0.0,0.0,0.0,0.0
923,"Edgefield County, SC",3.0,13.75,5.666666666666667,24.400000000000002,-10.650000000000002
924,"Eddy County, ND",0.0,0.0,0.0,0.0,0.0
925,"Eastland County, TX",0.0,0.0,0.0,0.0,0.0
926,"Dunn County, ND",0.0,0.0,0.0,0.0,0.0
927,"Dundy County, NE",0.0,0.0,0.0,0.0,0.0
928,"Dukes County, MA",0.0,0.0,1.6666666666666667,11.066666666666668,-11.066666666666668
929,"Duchesne County, UT",0.0,0.0,0.0,0.0,0.0
930,"Dubois County, IN",0.0,0.0,0.0,0.0,0.0
931,"Douglas County, WI",0.0,0.0,0.0,0.0,0.0
932,"Douglas County, WA",0.0,0.0,0.0,0.0,0.0
933,"Douglas County, SD",0.0,0.0,0.0,0.0,0.0
934,"Douglas County, IL",0.0,0.0,0.0,0.0,0.0
935,"Door County, WI",0.0,0.0,0.0,0.0,0.0
936,"Doniphan County, KS",0.0,0.0,0.0,0.0,0.0
937,"Dolores County, CO",0.0,0.0,0.0,0.0,0.0
938,"Dodge County, MN",0.0,0.0,0.0,0.0,0.0
939,"Doddridge County, WV",0.0,0.0,0.0,0.0,0.0
940,"Dixon County, NE",0.0,0.0,0.0,0.0,0.0
941,"Divide County, ND",0.0,0.0,0.0,0.0,0.0
942,"Dimmit County, TX",0.0,0.0,0.0,0.0,0.0
943,"Dickinson County, MI",0.0,0.0,0.0,0.0,0.0
944,"Dickinson County, IA",0.0,0.0,0.0,0.0,0.0
945,"Dickey County, ND",0.0,0.0,0.0,0.0,0.0
946,"Dewey County, SD",0.0,0.0,0.0,0.0,0.0
947,"Dewey County, OK",0.0,0.0,0.0,0.0,0.0
948,"Deuel County, SD",0.0,0.0,0.0,0.0,0.0
949,"Deuel County, NE",0.0,0.0,0.0,0.0,0.0
950,"Desha County, AR",0.0,0.0,,,
951,"Dent County, MO",0.0,0.0,0.0,0.0,0.0
952,"Delta County, TX",0.0,0.0,0.0,0.0,0.0
953,"Delta County, MI",0.0,0.0,0.0,0.0,0.0
954,"Delaware County, OK",0.0,0.0,0.0,0.0,0.0
955,"Delaware County, NY",0.0,0.0,0.0,0.0,0.0
956,"Delaware County, IA",0.0,0.0,0.0,0.0,0.0
957,"Deer Lodge County, MT",0.0,0.0,0.0,0.0,0.0
958,"Decatur County, TN",0.0,0.0,0.0,0.0,0.0
959,"Decatur County, KS",0.0,0.0,0.0,0.0,0.0
960,"Decatur County, IA",0.0,0.0,0.0,0.0,0.0
961,"De Witt County, IL",0.0,0.0,0.0,0.0,0.0
962,"De Baca County, NM",0.0,0.0,0.0,0.0,0.0
963,"Day County, SD",0.0,0.0,0.0,0.0,0.0
964,"Dawson County, MT",0.0,0.0,0.0,0.0,0.0
965,"Dawes County, NE",0.0,0.0,0.0,0.0,0.0
966,"Davison County, SD",0.0,0.0,0.0,0.0,0.0
967,"Davis County, IA",0.0,0.0,0.0,0.0,0.0
968,"Davie County, NC",0.0,0.0,0.0,0.0,0.0
969,"Daniels County, MT",0.0,0.0,0.0,0.0,0.0
970,"Dallas County, MO",0.0,0.0,0.0,0.0,0.0
971,"Dallas County, AR",0.0,0.0,0.0,0.0,0.0
972,"Dallam County, TX",0.0,0.0,0.0,0.0,0.0
973,"Daggett County, UT",0.0,0.0,0.0,0.0,0.0
974,"Dade County, MO",0.0,0.0,0.0,0.0,0.0
975,"Custer County, SD",0.0,0.0,0.0,0.0,0.0
976,"Custer County, OK",0.0,0.0,0.0,0.0,0.0
977,"Custer County, MT",0.0,0.0,0.0,0.0,0.0
978,"Custer County, ID",0.0,0.0,0.0,0.0,0.0
979,"Custer County, CO",0.0,0.0,0.0,0.0,0.0
980,"Curry County, OR",0.0,0.0,0.0,0.0,0.0
981,"Currituck County, NC",0.0,0.0,0.0,0.0,0.0
982,"Cuming County, NE",0.0,0.0,0.0,0.0,0.0
983,"Cumberland County, VA",0.0,0.0,0.0,0.0,0.0
984,"Cumberland County, IL",0.0,0.0,0.0,0.0,0.0
985,"Culberson County, TX",0.0,0.0,0.0,0.0,0.0
986,"Crow Wing County, MN",0.0,0.0,0.0,0.0,0.0
987,"Cross County, AR",0.0,0.0,0.0,0.0,0.0
988,"Crosby County, TX",0.0,0.0,0.0,0.0,0.0
989,"Crook County, WY",0.0,0.0,0.0,0.0,0.0
990,"Crook County, OR",0.0,0.0,0.0,0.0,0.0
991,"Crockett County, TX",0.0,0.0,0.0,0.0,0.0
992,"Crockett County, TN",0.0,0.0,0.0,0.0,0.0
993,"Crenshaw County, AL",0.0,0.0,0.0,0.0,0.0
994,"Crawford County, WI",0.0,0.0,0.0,0.0,0.0
995,"Crawford County, MI",0.0,0.0,0.0,0.0,0.0
996,"Crawford County, IN",0.0,0.0,0.0,0.0,0.0
997,"Crawford County, IA",0.0,0.0,0.0,0.0,0.0
998,"Crane County, TX",0.0,0.0,0.0,0.0,0.0
999,"Craig County, VA",0.0,0.0,0.0,0.0,0.0
1000,"Cottonwood County, MN",0.0,0.0,0.0,0.0,0.0
1001,"Cotton County, OK",0.0,0.0,0.0,0.0,0.0
1002,"Cottle County, TX",0.0,0.0,0.0,0.0,0.0
1003,"Costilla County, CO",0.0,0.0,0.0,0.0,0.0
1004,"Coosa County, AL",0.0,0.0,0.0,0.0,0.0
1005,"Coos County, OR",0.0,0.0,2.3333333333333335,4.166666666666667,-4.166666666666667
1006,"Coos County, NH",0.0,0.0,0.0,0.0,0.0
1007,"Cooke County, TX",0.0,0.0,0.0,0.0,0.0
1008,"Cook County, MN",0.0,0.0,0.0,0.0,0.0
1009,"Conecuh County, AL",0.0,0.0,5.0,47.1,-47.1
1010,"Concho County, TX",0.0,0.0,1.25,33.425,-33.425
1011,"Comanche County, KS",0.0,0.0,0.0,0.0,0.0
1012,"Colusa County, CA",0.0,0.0,0.0,0.0,0.0
1013,"Columbia County, WA",0.0,0.0,0.0,0.0,0.0
1014,"Colonial Heights City, VA",0.0,0.0,3.0,20.4,-20.4
1015,"Collingsworth County, TX",0.0,0.0,0.0,0.0,0.0
1016,"Colfax County, NM",0.0,0.0,0.0,0.0,0.0
1017,"Colfax County, NE",0.0,0.0,0.0,0.0,0.0
1018,"Coles County, IL",0.0,0.0,3.6666666666666665,8.166666666666666,-8.166666666666666
1019,"Coleman County, TX",0.0,0.0,0.0,0.0,0.0
1020,"Coke County, TX",0.0,0.0,0.0,0.0,0.0
1021,"Coffey County, KS",0.0,0.0,0.0,0.0,0.0
1022,"Codington County, SD",0.0,0.0,0.0,0.0,0.0
1023,"Cochran County, TX",0.0,0.0,0.0,0.0,0.0
1024,"Coal County, OK",0.0,0.0,0.0,0.0,0.0
1025,"Cloud County, KS",0.0,0.0,0.0,0.0,0.0
1026,"Clinton County, PA",0.0,0.0,0.0,0.0,0.0
1027,"Cleburne County, AL",0.0,0.0,0.0,0.0,0.0
1028,"Clearwater County, MN",0.0,0.0,0.0,0.0,0.0
1029,"Clear Creek County, CO",0.0,0.0,0.0,0.0,0.0
1030,"Clayton County, IA",0.0,0.0,0.0,0.0,0.0
1031,"Clay County, WV",0.0,0.0,0.0,0.0,0.0
1032,"Clay County, TX",0.0,0.0,0.0,0.0,0.0
1033,"Clay County, TN",0.0,0.0,0.0,0.0,0.0
1034,"Clay County, SD",0.0,0.0,0.0,0.0,0.0
1035,"Clay County, NE",0.0,0.0,0.0,0.0,0.0
1036,"Clay County, MN",0.0,0.0,0.0,0.0,0.0
1037,"Clay County, KS",0.0,0.0,0.0,0.0,0.0
1038,"Clay County, IL",0.0,0.0,0.0,0.0,0.0
1039,"Clay County, IA",0.0,0.0,0.0,0.0,0.0
1040,"Clay County, AR",0.0,0.0,0.0,0.0,0.0
1041,"Clatsop County, OR",0.0,0.0,0.0,0.0,0.0
1042,"Clarke County, VA",0.0,0.0,0.0,0.0,0.0
1043,"Clark County, WI",0.0,0.0,0.0,0.0,0.0
1044,"Clark County, SD",0.0,0.0,0.0,0.0,0.0
1045,"Clark County, KS",0.0,0.0,0.0,0.0,0.0
1046,"Clark County, IL",0.0,0.0,0.0,0.0,0.0
1047,"Clark County, ID",0.0,0.0,0.0,0.0,0.0
1048,"Clark County, AR",2.0,9.833333333333334,0.0,0.0,9.833333333333334
1049,"Clare County, MI",0.0,0.0,0.0,0.0,0.0
1050,"Cimarron County, OK",0.0,0.0,0.0,0.0,0.0
1051,"Christian County, MO",3.0,4.8,0.0,0.0,4.8
1052,"Chowan County, NC",0.0,0.0,0.0,0.0,0.0
1053,"Chouteau County, MT",0.0,0.0,0.0,0.0,0.0
1054,"Chippewa County, MI",0.0,0.0,0.0,0.0,0.0
1055,"Childress County, TX",0.0,0.0,0.0,0.0,0.0
1056,"Chickasaw County, IA",0.0,0.0,0.0,0.0,0.0
1057,"Cheyenne County, NE",0.0,0.0,0.0,0.0,0.0
1058,"Cheyenne County, KS",0.0,0.0,0.0,0.0,0.0
1059,"Cheyenne County, CO",0.0,0.0,0.0,0.0,0.0
1060,"Chester County, TN",0.0,0.0,0.0,0.0,0.0
1061,"Cherry County, NE",0.0,0.0,0.0,0.0,0.0
1062,"Cherokee County, OK",0.0,0.0,0.0,0.0,0.0
1063,"Cherokee County, IA",0.0,0.0,0.0,0.0,0.0
1064,"Chenango County, NY",0.0,0.0,0.0,0.0,0.0
1065,"Chautauqua County, KS",0.0,0.0,0.0,0.0,0.0
1066,"Chase County, NE",0.0,0.0,0.0,0.0,0.0
1067,"Charlton County, GA",0.0,0.0,9.0,81.1,-81.1
1068,"Charlotte County, VA",0.0,0.0,0.0,0.0,0.0
1069,"Charlevoix County, MI",0.0,0.0,0.0,0.0,0.0
1070,"Chariton County, MO",0.0,0.0,0.0,0.0,0.0
1071,"Champaign County, OH",0.0,0.0,0.0,0.0,0.0
1072,"Cerro Gordo County, IA",0.0,0.0,0.0,0.0,0.0
1073,"Cedar County, NE",0.0,0.0,0.0,0.0,0.0
1074,"Cedar County, MO",0.0,0.0,0.0,0.0,0.0
1075,"Cedar County, IA",0.0,0.0,0.0,0.0,0.0
1076,"Cavalier County, ND",0.0,0.0,0.0,0.0,0.0
1077,"Catron County, NM",0.0,0.0,0.0,0.0,0.0
1078,"Castro County, TX",0.0,0.0,0.0,0.0,0.0
1079,"Cassia County, ID",0.0,0.0,0.0,0.0,0.0
1080,"Cass County, IL",0.0,0.0,0.0,0.0,0.0
1081,"Cass County, IA",0.0,0.0,0.0,0.0,0.0
1082,"Cascade County, MT",0.0,0.0,0.0,0.0,0.0
1083,"Carter County, OK",0.0,0.0,,,
1084,"Carter County, MT",0.0,0.0,0.0,0.0,0.0
1085,"Carter County, MO",0.0,0.0,0.0,0.0,0.0
1086,"Carson County, TX",0.0,0.0,0.0,0.0,0.0
1087,"Carroll County, VA",0.0,0.0,0.0,0.0,0.0
1088,"Carroll County, TN",2.5,10.4,0.0,0.0,10.4
1089,"Carroll County, NH",0.0,0.0,0.0,0.0,0.0
1090,"Carroll County, MO",0.0,0.0,0.0,0.0,0.0
1091,"Carroll County, IN",0.0,0.0,0.0,0.0,0.0
1092,"Carroll County, IL",0.0,0.0,0.0,0.0,0.0
1093,"Carroll County, IA",0.0,0.0,0.0,0.0,0.0
1094,"Caribou County, ID",0.0,0.0,0.0,0.0,0.0
1095,"Cape Girardeau County, MO",3.0,4.65,,,
1096,"Campbell County, WY",0.0,0.0,0.0,0.0,0.0
1097,"Campbell County, TN",0.0,0.0,0.0,0.0,0.0
1098,"Campbell County, SD",0.0,0.0,0.0,0.0,0.0
1099,"Cameron Parish, LA",0.0,0.0,0.0,0.0,0.0
1100,"Cameron County, PA",0.0,0.0,0.0,0.0,0.0
1101,"Camden County, MO",0.0,0.0,0.0,0.0,0.0
1102,"Camas County, ID",0.0,0.0,0.0,0.0,0.0
1103,"Calhoun County, WV",0.0,0.0,0.0,0.0,0.0
1104,"Calhoun County, TX",0.0,0.0,0.0,0.0,0.0
1105,"Calhoun County, IL",0.0,0.0,0.0,0.0,0.0
1106,"Calhoun County, IA",0.0,0.0,0.0,0.0,0.0
1107,"Butte County, ID",0.0,0.0,0.0,0.0,0.0
1108,"Butler County, MO",3.0,8.4,3.0,8.4,0.0
1109,"Burt County, NE",0.0,0.0,0.0,0.0,0.0
1110,"Burnett County, WI",0.0,0.0,0.0,0.0,0.0
1111,"Burke County, ND",0.0,0.0,0.0,0.0,0.0
1112,"Buffalo County, WI",0.0,0.0,0.0,0.0,0.0
1113,"Buffalo County, SD",0.0,0.0,0.0,0.0,0.0
1114,"Buena Vista City, VA",0.0,0.0,0.0,0.0,0.0
1115,"Buchanan County, VA",0.0,0.0,0.0,0.0,0.0
1116,"Brule County, SD",0.0,0.0,0.0,0.0,0.0
1117,"Brown County, SD",0.0,0.0,0.0,0.0,0.0
1118,"Brown County, OH",0.0,0.0,0.0,0.0,0.0
1119,"Brown County, NE",0.0,0.0,0.0,0.0,0.0
1120,"Brown County, MN",0.0,0.0,0.0,0.0,0.0
1121,"Brown County, KS",0.0,0.0,0.0,0.0,0.0
1122,"Brooks County, TX",0.0,0.0,0.0,0.0,0.0
1123,"Brookings County, SD",0.0,0.0,0.0,0.0,0.0
1124,"Brooke County, WV",0.0,0.0,0.0,0.0,0.0
1125,"Broadwater County, MT",0.0,0.0,0.0,0.0,0.0
1126,"Bristol City, VA",0.0,0.0,0.0,0.0,0.0
1127,"Briscoe County, TX",0.0,0.0,0.0,0.0,0.0
1128,"Brewster County, TX",0.0,0.0,0.0,0.0,0.0
1129,"Braxton County, WV",0.0,0.0,0.0,0.0,0.0
1130,"Bradley County, AR",0.0,0.0,0.0,0.0,0.0
1131,"Boyd County, NE",0.0,0.0,0.0,0.0,0.0
1132,"Box Butte County, NE",0.0,0.0,0.0,0.0,0.0
1133,"Bowman County, ND",0.0,0.0,0.0,0.0,0.0
1134,"Bourbon County, KS",0.0,0.0,0.0,0.0,0.0
1135,"Bottineau County, ND",0.0,0.0,0.0,0.0,0.0
1136,"Bosque County, TX",0.0,0.0,2.5,16.45,-16.45
1137,"Borden County, TX",2.0,375.425,0.0,0.0,375.425
1138,"Boone County, NE",0.0,0.0,0.0,0.0,0.0
1139,"Bond County, IL",0.0,0.0,0.0,0.0,0.0
1140,"Bon Homme County, SD",0.0,0.0,0.0,0.0,0.0
1141,"Bollinger County, MO",0.0,0.0,0.0,0.0,0.0
1142,"Boise County, ID",0.0,0.0,0.0,0.0,0.0
1143,"Bledsoe County, TN",0.0,0.0,6.0,46.400000000000006,-46.400000000000006
1144,"Bland County, VA",0.0,0.0,0.0,0.0,0.0
1145,"Blaine County, NE",0.0,0.0,0.0,0.0,0.0
1146,"Blaine County, MT",0.0,0.0,0.0,0.0,0.0
1147,"Billings County, ND",0.0,0.0,0.0,0.0,0.0
1148,"Big Stone County, MN",0.0,0.0,0.0,0.0,0.0
1149,"Big Horn County, WY",0.0,0.0,0.0,0.0,0.0
1150,"Bienville Parish, LA",3.0,24.25,0.0,0.0,24.25
1151,"Bibb County, AL",0.0,0.0,2.5,12.95,-12.95
1152,"Benzie County, MI",0.0,0.0,0.0,0.0,0.0
1153,"Benton County, TN",0.0,0.0,0.0,0.0,0.0
1154,"Benton County, MN",0.0,0.0,0.0,0.0,0.0
1155,"Benton County, IN",0.0,0.0,0.0,0.0,0.0
1156,"Bent County, CO",0.0,0.0,0.0,0.0,0.0
1157,"Benson County, ND",0.0,0.0,0.0,0.0,0.0
1158,"Bennett County, SD",0.0,0.0,0.0,0.0,0.0
1159,"Benewah County, ID",0.0,0.0,0.0,0.0,0.0
1160,"Belmont County, OH",2.5,4.15,5.0,8.5,-4.35
1161,"Belknap County, NH",0.0,0.0,0.0,0.0,0.0
1162,"Beckham County, OK",0.0,0.0,0.0,0.0,0.0
1163,"Beaverhead County, MT",0.0,0.0,0.0,0.0,0.0
1164,"Beaver County, UT",0.0,0.0,0.0,0.0,0.0
1165,"Beaver County, OK",0.0,0.0,0.0,0.0,0.0
1166,"Bear Lake County, ID",0.0,0.0,0.0,0.0,0.0
1167,"Beadle County, SD",0.0,0.0,0.0,0.0,0.0
1168,"Baylor County, TX",0.0,0.0,0.0,0.0,0.0
1169,"Bayfield County, WI",0.0,0.0,0.0,0.0,0.0
1170,"Bath County, VA",0.0,0.0,0.0,0.0,0.0
1171,"Barton County, MO",0.0,0.0,0.0,0.0,0.0
1172,"Barton County, KS",0.0,0.0,0.0,0.0,0.0
1173,"Barry County, MO",0.0,0.0,0.0,0.0,0.0
1174,"Barry County, MI",0.0,0.0,0.0,0.0,0.0
1175,"Barron County, WI",0.0,0.0,0.0,0.0,0.0
1176,"Barnes County, ND",0.0,0.0,0.0,0.0,0.0
1177,"Barbour County, WV",0.0,0.0,0.0,0.0,0.0
1178,"Baraga County, MI",0.0,0.0,0.0,0.0,0.0
1179,"Banner County, NE",0.0,0.0,0.0,0.0,0.0
1180,"Baker County, OR",0.0,0.0,0.0,0.0,0.0
1181,"Baca County, CO",0.0,0.0,0.0,0.0,0.0
1182,"Aurora County, SD",0.0,0.0,0.0,0.0,0.0
1183,"Audubon County, IA",0.0,0.0,0.0,0.0,0.0
1184,"Atoka County, OK",0.0,0.0,0.0,0.0,0.0
1185,"Atchison County, MO",0.0,0.0,0.0,0.0,0.0
1186,"Atchison County, KS",0.0,0.0,0.0,0.0,0.0
1187,"Ashland County, WI",0.0,0.0,0.0,0.0,0.0
1188,"Ashe County, NC",0.0,0.0,0.0,0.0,0.0
1189,"Arthur County, NE",0.0,0.0,0.0,0.0,0.0
1190,"Armstrong County, TX",0.0,0.0,0.0,0.0,0.0
1191,"Arenac County, MI",0.0,0.0,0.0,0.0,0.0
1192,"Archuleta County, CO",0.0,0.0,0.0,0.0,0.0
1193,"Archer County, TX",0.0,0.0,0.0,0.0,0.0
1194,"Aransas County, TX",0.0,0.0,2.5,11.45,-11.45
1195,"Appomattox County, VA",0.0,0.0,0.0,0.0,0.0
1196,"Appling County, GA",3.0,19.95,0.0,0.0,19.95
1197,"Appanoose County, IA",0.0,0.0,0.0,0.0,0.0
1198,"Antrim County, MI",0.0,0.0,0.0,0.0,0.0
1199,"Antelope County, NE",0.0,0.0,0.0,0.0,0.0
1200,"Anderson County, KS",0.0,0.0,0.0,0.0,0.0
1201,"Amelia County, VA",0.0,0.0,0.0,0.0,0.0
1202,"Alpine County, CA",0.0,0.0,0.0,0.0,0.0
1203,"Allen County, KS",0.0,0.0,0.0,0.0,0.0
1204,"Alleghany County, NC",0.0,0.0,0.0,0.0,0.0
1205,"Allamakee County, IA",0.0,0.0,0.0,0.0,0.0
1206,"Alger County, MI",0.0,0.0,0.0,0.0,0.0
1207,"Alfalfa County, OK",0.0,0.0,0.0,0.0,0.0
1208,"Alexander County, IL",0.0,0.0,0.0,0.0,0.0
1209,"Alcona County, MI",0.0,0.0,0.0,0.0,0.0
1210,"Aitkin County, MN",0.0,0.0,0.0,0.0,0.0
1211,"Addison County, VT",0.0,0.0,0.0,0.0,0.0
1212,"Adams County, WI",0.0,0.0,0.0,0.0,0.0
1213,"Adams County, OH",0.0,0.0,0.0,0.0,0.0
1214,"Adams County, ND",0.0,0.0,0.0,0.0,0.0
1215,"Adams County, IN",0.0,0.0,0.0,0.0,0.0
1216,"Adams County, IL",0.0,0.0,3.0,5.4,-5.4
1217,"Adams County, IA",0.0,0.0,0.0,0.0,0.0
1218,"Adair County, OK",0.0,0.0,0.0,0.0,0.0
1219,"Adair County, MO",0.0,0.0,0.0,0.0,0.0
1220,"Adair County, IA",0.0,0.0,0.0,0.0,0.0
1221,"Miami-Dade County, FL",1247.0,58.67999999999999,1203.3333333333333,52.23333333333334,6.446666666666651
1222,"Harris County, TX",1271.8,39.019999999999996,1215.6666666666667,33.26666666666667,5.753333333333323
1223,"Cook County, IL",1272.0,29.3,1086.1666666666667,24.766666666666666,4.533333333333335
1224,"Williamsburg County, SC",10.6,36.82000000000001,9.333333333333334,34.25,2.5700000000000074
1225,"Vigo County, IN",8.0,8.819999999999999,9.0,9.833333333333334,-1.0133333333333354
1226,"Sumter County, FL",11.4,14.219999999999999,12.0,10.800000000000002,3.4199999999999964
